Id,SalePrice
2206,185418.07850433083
2207,121341.52990668733
2208,152744.8973368252
2209,122135.76644589638
2210,166825.10994584952
2211,165388.57539143765
2212,186708.74557560027
2213,124191.11358727772
2214,205400.91869814426
2215,322454.2198828463
2216,163973.15320324784
2217,172176.41154365876
2218,145178.56569773678
2219,299795.3876656445
2220,229495.43873906453
2221,243543.00934900192
2222,194609.88014868728
2223,213326.11242715645
2224,190551.86333356245
2225,204850.74192450388
2226,126764.05590059886
2227,196875.61376798997
2228,162242.82001144625
2229,232287.15189096774
2230,267928.0932624903
2231,281125.61060294684
2232,99849.41263512542
2233,125405.1663517759
2234,71599.4134224712
2235,116707.91851860615
2236,90954.20094400909
2237,138694.86664188674
2238,80108.30817370507
2239,108290.63321816102
2240,75994.49952508872
2241,121612.38000738193
2242,65146.61883289725
2243,103497.94432979672
2244,99488.46991805022
2245,99780.37810070139
2246,275999.99882084754
2247,256046.2191524935
2248,165597.79283907462
2249,151796.81039640796
2250,155513.31710201182
2251,196527.63555843855
2252,211247.18843513314
2253,197078.68120057596
2254,140234.2570272423
2255,151048.07556133613
2256,213033.18361124408
2258,165141.13496108082
2259,197066.18660879834
2260,227865.94095751175
2261,262405.8778642895
2262,246765.1849057156
2263,267583.12865927
2264,266205.3054204608
2265,177235.63378322328
2266,201577.95444438278
2267,200790.6766892312
2268,212791.6756527322
2269,195931.7626933593
2270,288634.3842285219
2271,197037.03515716462
2272,262407.1167255911
2273,285802.2346441458
2274,192782.21769772752
2275,323642.89043456427
2276,392065.473035711
2277,303311.2148991202
2278,142117.42629244158
2279,129131.73352299155
2280,149634.45584689212
2281,142641.80896187128
2282,162214.76511982968
2283,187735.75417124404
2284,119238.52390534121
2285,125045.43080397669
2286,95059.37620656438
2287,94652.3855537649
2288,86107.23729890374
2289,89778.40800558534
2290,76147.69753589682
2291,94659.64022377631
2292,161860.83760502434
2293,148388.25677575808
2294,184541.55791161483
2295,175747.552906951
2296,155556.35960811237
2297,106142.07283230875
2298,130955.0314144958
2299,113746.8908117922
2300,122370.07535742754
2301,147807.23733804247
2302,128443.58244965965
2303,124013.1031872954
2304,105776.26299123243
2305,124781.09679089516
2306,150788.29325564858
2307,138481.44119148146
2308,183303.5907282173
2309,187902.74980408704
2310,203261.22175807357
2311,180112.0937359752
2312,222809.70383736587
2313,171827.04642112137
2314,173842.39038366178
2315,175629.8173545895
2316,179921.6984091131
2317,288317.1125789299
2318,237252.4106178366
2319,238342.2474929053
2320,229327.94885145218
2321,305855.1994836214
2322,231631.74599461185
2323,320691.6528297648
2324,166930.49992924943
2325,175818.62775665158
2326,186518.614937818
2327,170970.46999664916
2328,234714.66377726628
2329,256453.98989681006
2330,464502.33615564805
2331,546589.6367743353
2332,383125.85184739647
2333,480326.91132184066
2334,366367.83530098235
2335,490346.3770003177
2336,402607.9912104403
2337,455696.26934854535
2338,150088.64507727083
2339,117662.34737894389
2340,306145.77016631386
2341,315791.98756268015
2342,401679.50202895864
2343,197333.33864735247
2344,253635.4412027848
2345,226914.31145550276
2346,169896.1757343223
2347,157212.33959719187
2348,233713.48724313098
2349,179424.95783661582
2350,189848.35803566605
2351,258860.5158862382
2352,157366.2048064901
2353,179016.72733934657
2354,261298.3831028139
2355,184350.64195882948
2356,142497.5823274805
2357,181593.3988223671
2358,166910.55621899673
2359,146989.31718995934
2360,119204.74193506136
2361,98475.99865611698
2362,93963.8413981987
2363,113806.68517318295
2364,190202.64561828246
2365,107277.70545389815
2366,127987.09493772655
2367,103691.37170777845
2368,111502.71250722154
2369,82238.83679697655
2370,117434.20086376088
2371,105387.67165081446
2372,111345.35389976796
2373,103940.1858715956
2374,146610.846675195
2375,142056.21473240264
2376,126143.01651989401
2377,135555.68101848318
2378,150968.08971583613
2379,352709.722864491
2380,428641.80002151476
2381,350169.41353120597
2382,249394.98246094806
2383,458612.1925377373
2384,263550.6203864057
2385,384233.3448319637
2386,335175.78372136754
2387,308103.07771223155
2388,296154.3416145913
2389,310413.77382154687
2390,267715.54167825665
2391,363397.9363606067
2392,379318.8761766068
2393,307187.28484098456
2394,315264.5738189324
2395,364175.83644484077
2396,381595.411816057
2397,276523.0131251348
2398,358791.83453270624
2399,359471.16927152936
2400,350528.4960048389
2401,461483.22330885543
2402,267195.800634029
2403,265795.69959066634
2404,212576.80302331215
2405,285628.4457379556
2406,206479.433872463
2407,206479.433872463
2408,335934.36099162925
2409,302346.1545791338
2410,194612.04436668498
2411,191008.5909225085
2412,172346.7888643079
2413,180341.78859769827
2414,205534.80182533115
2415,227469.56930911503
2416,184419.51621209248
2417,168627.94215461696
2418,280053.8536126602
2419,186489.09088892373
2420,195047.31478977995
2421,194882.3149530675
2422,196949.80609452652
2423,194148.13907675107
2424,161508.77650805056
2425,178066.61273132893
2426,184132.76558646592
2427,184931.25906625547
2428,206489.96382460007
2429,256905.71144850703
2430,216499.22319540678
2431,173524.82782598777
2432,184211.675144953
2433,201276.86253754853
2434,193366.58280162048
2435,233813.30771802724
2436,182008.78146762698
2437,178099.73202585254
2438,205052.9392341081
2439,203644.54143779507
2440,187251.20237837863
2441,249589.2006671511
2442,226118.23473769368
2443,318170.6945032797
2444,274508.0359056304
2445,284680.9452294474
2446,571487.3227879194
2447,426486.56543253636
2448,257611.17503092953
2449,228786.25656989848
2450,335710.55650810926
2451,536612.286855553
2452,340485.69815975346
2453,310898.59719444
2454,326976.0049887392
2455,256232.66188467236
2456,295171.0235228221
2457,370674.89414693
2458,267636.40680598695
2459,227859.4382093455
2460,218777.1445345145
2461,218373.61127844633
2462,419792.4866144055
2463,239744.32303368993
2464,264648.4949509446
2465,195842.03578197517
2466,187154.2496673889
2467,201712.068279185
2468,197396.79541084822
2469,185840.5800597606
2470,204976.7957238889
2471,138148.78348804772
2472,201241.458484218
2473,145104.66759575476
2474,132041.47805677968
2475,169666.40825688775
2476,188836.16024171992
2477,179982.1789042621
2478,184416.68995486444
2479,178897.2648105156
2480,176802.8475127228
2481,176650.6179724492
2482,163355.35859528105
2483,159612.478474716
2484,110844.71131360215
2485,103612.14243829621
2486,123312.61777137152
2487,134120.8631310123
2488,125851.7686397422
2489,149324.91316286544
2490,157787.32852668347
2491,119526.30922942242
2492,114950.60827348969
2493,126569.84477776295
2494,124975.41175383891
2495,120652.45149667065
2496,96966.07287868178
2497,133906.9006070568
2498,123408.86542370534
2499,303601.97774197214
2500,262030.1764297354
2501,396817.3730885158
2502,294766.34284986404
2503,262397.4375650808
2504,253746.18989132994
2505,178822.9940848055
2506,214031.1509871625
2507,158338.05011291066
2508,159534.7385772071
2510,142930.93390200002
2511,175416.04899466952
2512,180998.2286146879
2513,177673.40786544594
2514,157297.88810543748
2515,179057.652465687
2516,223016.54292183212
2517,260744.32179454647
2518,162328.95851790073
2519,210259.75371207835
2520,177137.91368690995
2521,195261.51269680524
2522,197263.3039058812
2523,320476.37311194534
2524,143737.97422909664
2525,190938.8050237013
2526,262931.99122953304
2527,163064.3149689864
2528,238923.93791217217
2529,173347.83895555456
2530,164450.30712582188
2531,147933.8126051867
2532,136817.46842709958
2533,133261.77151967856
2534,155051.21340897353
2535,132697.98275233977
2536,125265.79027653606
2537,127099.52562121708
2538,124120.67639106444
2539,146634.07565406171
2540,145855.15238807068
2541,185868.68073169782
2542,123898.96062658464
2543,114527.89390225642
2544,178407.70246897716
2545,177134.8002274788
2546,152072.31081216727
2547,167502.14558425383
2548,149491.04217565266
2549,125778.02179802071
2550,125228.98878549636
2551,138589.55072344388
2552,121552.21311172457
2553,132614.05452273594
2554,120943.08528189582
2555,107286.1543547275
2556,91158.54068915657
2557,107000.78672113446
2558,126177.6108947804
2559,156941.70040676647
2560,147702.40229068653
2561,131610.05434749997
2562,164153.4820777663
2563,136568.77723458246
2564,139786.8627781975
2565,120344.5288276643
2566,148582.9243466412
2567,161587.41410616148
2568,122779.69479980035
2569,216704.7231427116
2570,114162.90583991025
2571,276332.88571779523
2572,128577.31836352195
2573,140723.89947681958
2574,144443.53734564738
2575,141470.18236946035
2576,145531.16212367892
2577,145260.04171011274
2578,137840.44498948727
2579,125470.2861133758
2580,153956.49534318745
2581,146868.4524671027
2582,148624.15001621962
2583,134386.00502187878
2584,150848.1871712136
2585,134393.31730103272
2586,134280.59880134204
2587,122928.36468374857
2588,123684.49597324246
2589,125993.90567391692
2590,125768.71981788139
2591,189230.08457318923
2592,164376.33292239418
2593,225352.21711135056
2594,132861.09843990454
2595,126418.4783016784
2596,97229.9668234274
2597,128714.71563392288
2598,106484.25264961999
2599,71069.29266425892
2600,96395.15327172654
2601,132954.88178520917
2602,158537.28533564182
2603,117866.43123089617
2604,102867.77029377186
2605,146129.40266687062
2606,160739.46780591924
2607,138636.95820116415
2608,141408.5211500176
2609,144700.15092466638
2610,172026.65902992798
2611,149638.47660474112
2612,105330.82008194084
2613,150257.70213920344
2614,114379.12336120823
2615,109485.57045254008
2616,188761.32775743285
2617,139550.4370993458
2618,266250.6279191015
2619,183693.97574073027
2620,131180.0158736478
2621,72577.33733569535
2622,99757.83201853982
2623,97181.52658161618
2624,123572.18525282932
2625,81923.21491658456
2626,81621.89804472131
2627,84436.27595019224
2628,125203.64193398392
2629,138200.65616123643
2630,135637.25147597518
2631,145822.87140597828
2632,126427.80199633575
2633,137141.71388548025
2634,113695.20271889893
2635,112418.4189132949
2636,154322.80107662582
2637,88689.97633193243
2638,134184.90572384253
2639,107017.3355060832
2640,139053.30757759887
2641,172385.1860978045
2642,133954.50706177717
2643,96209.81180435518
2644,100423.11299607049
2645,123461.31718370967
2646,93401.18230861344
2647,87947.29553571448
2648,98644.23469098132
2649,94734.75773594544
2650,103324.01753319279
2651,89564.06519803488
2652,113289.67783688416
2653,129983.34056919377
2654,64743.187072138106
2655,115458.15634636386
2656,123375.71407594874
2657,78658.64684614111
2658,104110.22771087174
2659,98516.98431198756
2660,139259.47724289377
2661,180566.85911686654
2662,98119.6988889197
2663,141351.42454902324
2664,105970.02556599851
2665,136422.99241174757
2666,98710.9741755118
2667,355709.74160192814
2668,88851.47107266256
2669,112271.98437671346
2670,60146.275257363166
2671,82463.62129693574
2672,141732.1969449999
2673,149553.7805230645
2674,160911.95509623192
2675,109306.23795840648
2676,125601.23889453863
2677,112832.72353500355
2678,81526.27727458571
2679,89454.86848779624
2680,65922.08387446856
2681,122805.95078575028
2682,121614.83852977051
2683,132250.4752642744
2684,96494.7498116104
2685,104501.6577759597
2686,94982.15427733686
2687,196487.61528026062
2688,118165.89373143959
2689,132765.2705595554
2690,65120.093192659435
2691,65065.5549147339
2692,97711.34502339718
2693,66206.29988866478
2694,111106.16475866172
2695,121680.07193310534
2696,76428.89707264802
2697,82029.88173517685
2698,99196.30191832245
2699,117584.69171913898
2700,183034.42008693324
2701,123862.44800068146
2702,136661.75558366362
2703,89631.07674766998
2704,103286.05612750414
2705,160765.85000156664
2706,144492.5994273822
2707,105498.4922809665
2708,144134.80306288585
2709,141905.5489925753
2710,144947.91129637187
2711,134046.61992560205
2712,119394.98962354998
2713,132780.27763911127
2714,156352.039864903
2715,154934.38174949723
2716,179710.04278043762
2717,160268.1671188848
2718,185971.5697971075
2719,189571.41728173709
2720,183863.5842367456
2721,178231.57843187507
2722,165040.76048588584
2723,90297.08267468656
2724,133003.61433235658
2725,155862.3118946119
2726,225593.55703865967
2727,148735.26229169313
2728,239752.00796586313
2729,125859.27174789362
2730,130439.87685053829
2731,187371.06927294433
2732,202087.3259286919
2733,137815.11294898423
2734,110272.351592651
2735,195825.4920881617
2736,180542.72768455016
2737,176789.144465289
2738,351091.8670808233
2739,191576.7090113057
2740,134120.01188735457
2741,131627.88952093513
2742,163902.37134451923
2743,146167.6212686711
2744,124428.73654342341
2745,93073.70322119728
2746,113438.12180321851
2747,165587.4344785123
2748,220299.5316522673
2749,221075.73687674277
2750,202055.6640210594
2751,239376.1531675947
2752,175029.49857653343
2753,204961.04265982442
2754,206959.61928021486
2755,253455.74503015517
2756,212257.77014781456
2757,268785.6262910396
2758,244915.45273994133
2759,241776.56119821165
2760,302618.7565079954
2761,228193.41564693564
2762,246844.91389995933
2763,191101.16112699936
2764,201837.85364554627
2765,169487.88728515562
2766,171201.93175865017
2767,226010.64968515543
2768,143966.92055020493
2769,146436.2172488666
2770,145549.694129068
2771,172166.1570422581
2772,200221.0037059457
2773,151517.4320174069
2774,214454.1504705634
2775,212175.4749282686
2776,220661.11243496015
2777,205508.46506233863
2778,219023.51314125577
2779,212003.48690335642
2780,201158.9447131827
2781,219491.3063850981
2782,139525.62336970944
2783,147150.320544583
2784,167267.51525000227
2785,137052.16997621875
2786,124188.25499383734
2787,119237.39740564422
2788,121584.7245060326
2790,249441.85862047772
2791,211960.01954414984
2792,195300.25880571152
2793,210794.15067658783
2794,269015.0519467029
2795,200418.23734001076
2796,241760.74012706886
2797,277893.9332566723
2798,211531.1351209638
2799,233530.78574007904
2800,236719.90604824107
2801,235543.3201153282
2802,250549.44739458134
2803,141842.11522865144
2804,141988.26727167328
2805,261906.7370041319
2806,201655.59336028286
2807,211382.20546958712
2808,218586.39027498927
2809,209827.44116593967
2810,189484.16773231668
2811,242732.09089358247
2812,195544.9594624023
2813,206478.964616685
2814,179360.33518007232
2815,180276.28955862325
2816,215061.0019520642
2817,132283.2785026377
2818,159153.92781608895
2819,110889.67826012282
2820,123223.26120999861
2821,124660.80260161152
2822,120491.55647078542
2823,193407.16079248235
2824,130343.47438703009
2825,250146.8388209125
2826,138719.26060419896
2827,155360.8238701492
2828,154921.06835042915
2829,172254.65454201997
2831,163488.62802410204
2832,172254.65454201997
2833,172353.6827438225
2834,95933.20271796203
2835,93251.14602639343
2836,103048.82847759058
2837,96212.04912999741
2838,113052.89603521065
2839,119675.76008364654
2840,126478.70583013222
2841,108622.1206549005
2842,81275.95251307313
2843,124450.22133274372
2844,59012.962228457814
2845,92224.33923902572
2846,137400.8863024255
2847,170782.40465589482
2848,124439.85044962203
2849,104617.56184873712
2850,160520.85961160244
2851,125744.5903297859
2852,140578.14544291268
2853,109108.71506796798
2854,138207.91336887993
2855,168850.03481329404
2856,135014.60859804985
2857,106892.0837674559
2858,185335.2049514911
2859,151481.96993780063
2860,191690.2589215912
2861,159958.17479952704
2862,108702.6862528441
2863,230778.61080841758
2864,186352.13961006425
2865,195199.90138724342
2866,189965.87598415802
2867,175888.80379109783
2868,217814.1910629294
2869,201996.31282173167
2870,223366.61281406673
2871,156967.69434938146
2872,230279.0879270451
2873,86895.66434770924
2874,133580.5353854987
2875,61588.50080617952
2876,78137.38802504033
2877,82999.6361980389
2878,136305.4637049126
2879,96871.13034838841
2880,47156.2485810525
2881,51078.49186941241
2882,70079.92546840166
2883,56044.74708562618
2884,318195.7113498036
2885,278002.2236628401
2886,199330.24175872895
2887,167653.35918577394
2888,214592.06404982173
2889,151724.56670514878
2890,155786.72341558183
2891,212211.0400522212
2892,296298.75044568046
2894,188803.02979905496
2895,202187.56037644934
2896,170665.39508587087
2897,190811.6519241524
2898,250779.38098160975
2899,188480.61490975236
2900,304901.2332615932
2901,336338.4008031224
2902,356107.46462741063
2903,360852.3739010538
2904,72766.40510047191
2905,209688.86838552303
2906,162372.09224149797
2907,175409.6131497334
2908,116095.69966407098
2909,100804.53561154143
2910,128245.55389308491
2911,189574.61023726786
2912,132061.50748639184
2913,175054.3423539478
2914,75043.05319290218
2915,88946.82239422803
2916,146858.50675438784
2917,77724.78290819649
2918,79937.97574924103
2919,79065.0766623614
2920,80195.38460989777
2921,79937.97574924103
2922,198862.25191616078
2923,166773.70632264414
2924,154388.20854779804
2925,143614.05166994242
2926,148424.4429393414
2927,132170.9264557591
2928,121363.95230440541
2929,165861.21998496703
2930,227562.72630777294
